SPI1 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
205312_at,7.01820414205,6.97270378357,7.10691705598,6.2082869404,6.46105711333,6.58797065404,6.50598832126,5.95875224482,6.55024767044,6.15005390014,6.52536749995,6.5658979263,6.62400284313,6.4363160213,6.51693117605,6.75549406005,6.54860132803,5.97163542574,6.54355718469,6.25026267201,5.96099112025,6.62287867527,6.17796049475,6.33706542031,6.31891199674,6.40873000289,6.60409808689,6.77145076177,7.33798409768,6.35778012049,6.23437433814,6.4844864349,6.51146708394,6.33270727419,7.47424775885,7.43509119503,7.27821373296,7.73669409541,7.58397769898,7.26532565788,6.42991628672,6.80638444446,6.43619979727,6.29174823059,6.7502804647,6.26891428861,6.39919431283,6.50909459788,6.05896067191,6.05932255796,6.24766127501,6.2712798159,6.66395285946,6.74488036072,6.44303029922,6.83541792349,6.36106953171,7.07110781349,6.25723511688,6.34773058736,6.20652904801,5.86789772943,6.31814759646,5.70560518862,5.96893709864,5.87435527606,5.91369137631,6.97930396459,6.66366353421,6.60837126416,6.56096382521,5.97725489067,6.26615657106,6.23305287998,5.96919398882,6.21917877041,6.71053081699,6.80810446605,7.2030985343,6.79677801067,7.6336529896,6.43681254107,6.52352381849,6.39535415642,5.93105153863,6.33531903631,6.80499154893,7.20125657313,8.07285969122,8.59204129761,8.5737702587,6.98384000142,7.17552110288,8.13203804837,8.18869063733,6.39679713496,6.99618741543,6.26194265415,6.36614441465,6.21472125426,6.47741719914,6.29917714054,6.20707503427,6.19078777365,6.77799838056,6.1242530911,6.13493149107,6.65656402329,6.01564947772,6.23807214548,6.12902502748,6.33389577347,6.59616793302,6.34449748066,6.80886809128,6.14465248438,6.10179948365,6.38201838448,6.79275971197,6.36119497283,7.64147421138,6.30203866071,6.172175946,6.40456048897,6.09209333974,7.17756188866,5.92622415459,6.13799597795,6.17386557994,6.03669639668,7.71666052494,8.14831756355,8.44175285123,8.55368184136,7.74321250283,8.11719634089,7.81731777802,7.35929200485,8.07897569849,8.09954394842,8.28424582886,8.60659203383,7.97396250336,6.30706669564,6.18836365438,5.76720168759,6.0121105128,6.18851105539,6.30827717008,6.03584517875,6.38694750617,5.71176621427,6.5084268996,8.12163294808,8.701698305,6.35606859657,6.43556890569,6.03698190174,6.52870033576,8.41818077581,6.94581937057,6.20679526346,7.26964643826,7.98801312301,6.52508780571,7.71619413287,6.93603281715,7.03036817158,5.16909243851,5.95799257795,5.98528424866,6.15861770578,5.30084344278,5.20469237249,5.0890328868,5.59801783943,5.78775506665,6.38301130076,6.24772544822,5.919646934,6.03029097032,5.26289124132,6.13548210754,6.01201346807,6.32623637275,5.51573954579,5.96039791408,5.59192085633,5.45088769819,6.35168873261,6.04480954161,6.16471087411,5.81362254922,6.04648688108,6.04549889169,5.49867376311,6.13275549869,6.17463146028,6.29851803222,5.44071952445,6.16269418713,5.93719871088,5.81361918828,5.86812458263,6.00713123114,5.9148048532,5.77437333467,5.7882797789,5.93096056531,5.47753840074,5.83776846343
