MEIS1 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
204069_at,5.92060001439,6.11885361591,5.97836726175,5.982123536,6.56302747706,5.84729353794,5.5838830564,5.55243581914,5.1891103615,5.33423707439,4.97684068967,5.61998160999,5.39200165375,5.41310292704,5.67182853669,5.64093303931,5.48838549381,6.24976929897,5.49291407808,5.46737847247,5.20270593066,5.43420895551,5.71536646393,5.08868819459,5.18389597525,5.64370855368,7.26668029252,7.90496199333,7.08523597825,5.95155916783,6.72024141656,5.82034990577,5.69691200327,6.06390740073,6.21555137113,5.4900184773,5.73399133129,5.64448764301,5.26933717847,5.56369030098,6.15061326193,5.83561099098,5.96195565614,6.19583782972,6.25397078866,8.8589468796,7.49709404888,9.22544086638,9.3422631622,9.34706060834,8.44227926972,8.49169669414,6.63733505299,9.12787819929,7.95549452285,8.72602479933,9.70782015169,8.85447357798,8.95137458458,5.90780307598,5.78241599886,5.93517600897,6.41905903743,6.20944220507,6.0907877941,7.27238392004,6.1157266149,5.73285169778,6.14098868518,8.31645706814,6.25475022519,6.35297566505,7.75552819066,6.03777660987,6.64288581776,6.02159116427,8.00546551006,7.9280121531,6.22231132478,6.73240720836,6.61690026386,7.51924151941,5.84454247682,5.27395033245,6.3603013056,6.39675372691,6.8025920002,6.68189027887,6.78105396083,6.76832275308,6.90321749325,5.94439791155,6.32191812263,6.47227139661,5.95105759211,10.4559710853,9.83969015432,10.0343119445,10.0457940772,10.2855365661,9.91235590951,10.4027685543,10.2676780077,10.2456669063,10.7019091276,10.1397350647,10.702625459,10.6975057319,10.496573401,9.29575534704,8.57203888976,8.6601386546,8.60310003296,8.35977097439,7.67792187602,9.92843058097,10.2543295916,9.60647834954,8.65124082289,6.5626688108,7.67784262973,9.55231112644,9.42139658805,9.78266582162,9.56122357252,8.39826088092,8.88542794428,7.8148634658,8.39571386116,8.55401997466,5.58214096174,6.67575250386,5.95650361368,6.61249145552,5.45899667939,5.4233431658,5.85582264135,5.92644306465,5.95573052687,5.35455634913,5.42801350427,5.36066104592,5.5118040463,6.05221010593,5.77711586706,5.70398449717,5.80974850588,5.61750944171,5.80753610131,5.87983119919,5.9203593882,6.33072974778,5.90020609255,5.91926982383,5.13803854568,5.70752372504,5.82575077374,6.39846789867,6.37370006064,6.80211528267,6.71481908864,6.42127167182,5.87304535868,8.08433249072,5.92857883161,6.54174980576,6.27325276976,6.51840884549,5.92020092944,5.12785580404,6.01779466883,5.94086596525,5.42560021609,5.07042292422,5.59923369963,5.38985165517,5.59361502353,6.23183816682,6.14505544929,5.36843944377,5.11964527931,5.35207717644,5.69129277719,6.18940340686,6.09354178285,5.0604325207,5.37923971359,5.04960404061,5.40935341319,5.58601906737,5.57320474018,6.24473135295,6.48489515295,5.92749458718,5.58121677503,5.21366287693,5.32259277168,5.71628557034,6.28438297257,5.52529823155,5.87531721514,5.66395865923,5.80273496538,5.3016710426,6.26875969108,6.11908416627,5.40021138396,5.78450896701,5.78962704946,5.75677408395,5.28156845371
