SOD1 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
200642_at,10.0252896616,8.99023016703,8.69748803086,9.41167809463,9.53775372696,10.2085807015,10.5499492128,10.6030371863,10.488397778,10.799385431,10.866995935,10.9409317451,11.2545401679,10.878537226,11.0194781281,10.927784259,10.8413359813,10.5317554082,10.8562314059,11.0022931141,10.7851013074,11.2722812805,10.6378766696,10.971071335,11.1867693214,10.9920359492,11.2998392346,10.7805636914,11.1635635137,10.946808325,10.6923576698,9.56245508251,8.42063298157,10.0315531655,7.70698665085,10.7836636618,10.7482498553,10.2415910327,10.3344128992,9.15864289475,9.07790358261,10.4366250602,9.90738129644,9.75420106968,9.39347973973,11.6334622515,10.2170010948,11.6400110152,11.4836947398,11.449087222,11.6254441065,12.0179560584,11.9411548173,11.5964392837,11.5903214355,11.4461413094,11.8133485007,11.5661715325,12.1210875579,12.7708126688,12.6650605187,12.948563218,12.9586728563,12.8236893645,12.1694277985,13.0001108694,12.7236594122,13.0873502744,13.0340481874,12.2717567359,12.0827402726,12.5656494719,12.4514996653,12.7520012697,12.7610295102,11.865660481,11.7430600455,11.9327145242,10.9511195533,10.7836713643,10.1363999147,11.1259916132,10.9564071065,10.810858305,11.6024773936,10.8779198475,10.8388094032,10.2571253426,10.1954187985,10.2975173111,10.3287727717,10.1269527586,10.6749763462,10.5452598294,10.4661001604,11.6995269011,11.9984164115,11.6883817708,11.7224255504,11.6601984689,11.0240615168,11.4946332945,11.398547846,11.5758925747,12.0280611373,11.7955918137,11.6022074256,11.9167222525,11.7286167699,10.0321895468,10.5032378384,10.2764986883,11.6502144428,11.4205094529,10.4351095124,9.62660995915,11.142736578,9.76787545772,10.0754194206,10.3469382549,9.39672813701,11.4133819691,11.595946325,11.5524494002,11.8156952654,11.3889860543,11.5921602799,11.4476855757,11.578854018,11.7285753808,10.1530043278,10.7599611818,9.44512643864,9.06938535902,10.2486299752,10.4141609421,10.0547067765,9.75140255013,9.42526461726,10.4869454003,11.0882229696,11.0148907712,10.0550939201,10.0326214687,9.7626040723,10.984388091,9.87484117309,9.97196444195,9.1685623939,9.94943040179,9.56417346703,9.27791900048,9.02129946482,9.63682613293,11.6379012538,10.3138262339,9.29798949543,10.3755349192,10.752874886,8.37583499367,9.09567073174,10.2964519278,9.49375779218,7.30402978031,9.2970231758,10.1484388338,9.85240393713,10.7399571242,11.001101793,10.9690125881,10.6635175977,10.8459320844,11.1564949668,11.3238404087,11.4704497139,11.4903976031,11.0663293532,10.1369224309,10.9218259097,11.3310473609,11.1016526644,11.0272404341,10.5243381487,10.1718426011,10.4477840802,11.1082782285,10.9144849933,10.8812672115,11.1417493416,10.6700173409,10.9815253639,10.5064536086,11.0865218112,11.4713849691,11.0261033801,11.3957754187,10.9718814319,10.842220786,10.0482821008,11.098122936,11.2639249061,10.9155817627,11.2366061333,11.1012051022,10.9063144294,10.6591430301,11.0360991707,11.715418671,11.3437491834,11.2811730245,11.1713507549
