IDH2 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
210045_at,6.55768774429,6.71773429577,6.75810315367,6.53660491559,6.75965221374,6.81128324127,8.17155472386,8.09997740613,7.73409777496,8.0604969023,8.10435508634,8.3633530521,8.67217812265,7.87351662536,7.96550276065,8.69966336438,7.64851286541,7.87230304364,7.6170383373,8.00421662349,8.11654316307,8.36609279893,7.41673895494,8.16253294952,8.27471733275,8.48518472075,8.96660296233,7.69958980481,7.90246146231,6.29018970697,7.24027986812,6.66137793464,5.83570928537,7.34819514946,5.13854201374,8.48023554772,8.28290926481,8.09794337398,7.64166757722,6.74934458319,6.10873954668,7.64232367313,7.80419978941,6.65238967587,7.90163991667,8.8701613673,7.1993689698,8.75460150216,8.90906358926,9.43645136563,9.70283684512,8.86992150524,10.4379235762,9.01436634499,8.41770318564,9.14492584484,9.50293659017,9.60722096668,9.5721811342,9.7905265577,6.95694603275,9.62124089075,7.44518243912,9.20327983335,10.163222565,8.36719557406,8.38273435615,6.36874775831,7.72113853812,8.99910949631,9.66523924763,10.4885519404,6.5249491639,6.2097699186,7.76031936507,6.62396186544,9.63281094893,10.3043053137,7.8632131371,8.94315929953,8.31618799321,9.30863635391,9.00744634242,8.75960129728,9.21868312756,8.64989899464,9.02450310456,8.43470853042,8.40064986502,8.83978594784,8.84452906324,7.99203997226,8.58440180179,9.27787654143,9.16992732517,8.76617332987,9.21927989262,9.73891034476,8.96779717729,9.16702862104,8.89871640083,9.00923374668,8.96752014531,9.01644409234,9.76971181318,9.39086648838,9.15635177183,9.56644333936,8.98755005632,7.65694597927,7.82237363577,7.60967311792,8.52007556961,8.47107116318,7.24541842335,7.26218736529,8.20350243193,7.70348276977,7.75349816609,7.4210252484,6.73228390622,9.35706046427,9.45024884432,9.29694431025,9.3867273693,7.98884334537,9.11956543536,8.74090456,9.1739043161,8.57692526828,7.61273827899,8.60865280209,6.70826371584,6.67860921332,8.26543960231,8.34854649928,8.45451673265,7.73448482165,7.53147550994,8.24777576266,8.47737088107,9.05668474829,7.07857415807,8.6654942992,8.26500582903,9.50622425719,8.67748927391,9.1160030157,7.8688089302,8.7733580381,8.52059500194,8.94420408661,7.00854392657,5.10749367715,8.61201307633,7.50838671166,5.68173437233,7.94194869979,6.41269771905,6.61215280971,6.90963041623,8.34025479246,7.41501232226,7.90841757209,6.40694438028,7.56916960191,7.69106749361,8.82344703121,9.20572969048,9.16580502173,7.6439899832,7.13985805302,8.03392451849,8.2491311428,8.13700690531,7.8958432892,8.17524919677,6.92462750493,8.52157304364,8.59221721495,9.14449407017,8.64701242421,8.09502290633,7.07422214336,6.4544312114,8.42620336079,8.54324827053,8.46280149026,8.6606334743,8.2776157457,7.84720276761,6.85053788296,8.71855108447,8.34209571909,7.44023704375,8.64993609137,8.25659179569,7.52068788782,6.26870453774,8.69452892786,8.15594005937,8.12498602241,8.17382521192,8.13794172053,7.81681292657,7.13060952049,8.43468221241,8.13085548934,7.69132158166,8.4178276506,8.39809000209
210046_s_at,6.68334541695,6.06273778879,6.33823084842,6.23793236708,5.98153885336,6.39936096182,5.92369244648,5.48741736517,5.76801144476,5.8257793702,6.09445289177,6.27722553531,6.62348425102,5.67270356869,6.16825205032,6.4997699207,6.3194996518,6.36325458296,6.24988410821,5.98803748961,6.01641114689,6.29352202836,6.70041809375,6.03981483541,6.24691214118,6.60073787154,7.49021834041,7.02001273277,7.86409964501,6.2327028099,5.9498576037,6.0451509884,5.8773385659,6.3360843377,5.99119155843,6.53517804174,6.56801628146,6.27879226657,6.56117840454,6.11337875588,5.93246691208,6.46054306199,6.6354895711,6.26860330064,6.60716143274,7.64838101738,6.62164026031,6.90165549423,7.37320498699,7.36888132311,7.88224432824,7.67215771275,6.51138529193,7.66691617965,7.28606329455,7.24182744247,7.36428011508,7.68147079011,7.61504355876,6.92257275118,6.86022011002,8.2548830319,6.3482396958,6.74831278953,8.31418535495,7.09089870734,6.31888559669,5.96239385953,6.088691362,7.29104236457,7.89932751924,9.06300551796,6.69965330578,6.43343833025,5.5279717036,7.12582707185,6.54451206096,7.10210162613,6.6508105802,7.34692522113,6.74719170797,7.6977126691,6.59587146507,6.53560931337,7.58012711265,6.97127807144,7.26893620152,6.63977483812,6.35259694209,6.96076340713,6.88926576116,6.65836706204,6.8094679755,7.22841924556,7.36956154793,6.36718687149,6.98561029701,7.32230338837,7.20628729987,7.05499929274,7.02452373208,6.90616502709,7.09865651412,7.0657365894,7.5539081388,7.06132111544,6.73356968677,7.45868606975,6.90411989662,6.27480934317,6.88971856525,6.40834785046,7.72129550277,7.17479564012,6.74653720317,5.95440342452,6.63146918796,6.56671146148,6.42512117919,6.89428830481,6.09451342114,7.24244502062,6.78688502344,7.43711921394,7.89710158519,7.36544790277,7.46902837675,7.37944156603,7.80243090646,7.5523626649,6.17927184584,6.74951543573,6.20131615886,6.21921106472,6.72851765382,6.58672854854,6.80506361597,6.41235901705,6.36361399821,6.49188820526,6.52922570818,6.15869198984,6.10237814484,6.33504014356,6.21806978932,6.84945260369,6.67039183877,6.8578932618,6.12107632439,6.24680453482,6.41785059913,6.15504498074,6.0535823186,6.07775887149,6.33338538776,6.20228729511,7.96668972892,6.41099661559,6.74083682018,7.3986032889,6.15160891251,7.0182009451,7.21030723603,7.30896053167,6.43080519726,6.37510811799,6.03383635043,6.78263647221,7.37681890333,6.79589724626,6.02958552206,6.0780908973,5.93191860555,6.00124651598,5.79874644192,5.91154406936,5.6836174702,6.11535144154,6.89305700705,6.97827182697,6.19921827105,6.59463517424,6.23845970278,5.99119155843,6.18774774406,6.36177598366,6.54317662155,6.54385915803,6.16182582075,6.23791213833,5.78374696909,5.94311599194,6.1118152177,5.81606532164,6.1125397974,5.81513486864,6.0395892134,5.98128052407,5.98957260625,6.31454764149,6.41037354372,5.96529711975,6.14495113243,6.33316837984,5.96298357982,6.11060080635,6.07601044636,6.35665833492,6.35972840533,6.23612430605,5.97175146297
