CSF3R (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
203591_s_at,5.1133212981,5.80586179773,5.16709343576,5.40576844574,6.26184889855,5.40087010581,5.19704623109,5.21506040177,5.37691268825,5.14356824985,5.40087010581,5.26465530309,5.5644931683,5.32972677033,5.45070361338,5.3165221053,5.18577395765,5.49982649898,5.45198791634,5.45640414602,5.16910862351,5.08665071213,5.36990619363,5.35121293691,5.28182694742,5.44149624039,6.12413228786,5.47281684868,5.57384099379,5.22515454587,5.29372300811,5.51092180208,5.17399278399,5.11919314825,6.22539182978,5.96787687551,5.77073878005,6.08286351452,5.60662251936,5.55764570133,5.6612838411,5.65301258982,5.35393579816,5.16128028229,7.11762153024,5.00094608132,5.03033887388,5.53413408934,5.50823197592,5.24505539579,5.51392750843,5.15789263893,5.51448310402,5.66630070345,5.04745179972,5.81150241557,5.44638573003,6.97291586932,5.82239861662,5.64259889203,6.0855804826,5.34146762669,5.20220329345,5.41517757021,5.7921363488,5.65267363697,5.70753067562,5.61707273106,5.19972415418,5.1930413395,5.21646507464,5.28178754456,6.05434589368,5.47578254355,5.70214293254,5.13185488926,5.32188140562,5.21763289449,6.22832853525,6.17793183344,6.90187021056,6.0251556036,5.14957565143,5.21709164572,5.24418144626,5.24292373652,5.75713735907,5.95609340242,8.35045155188,8.51575162429,8.58300100193,8.45544405588,6.04359799157,5.92452902304,6.25352968733,5.80811663196,5.82518630913,5.64787073912,6.03615405302,6.35045055034,5.62733100684,6.28853147092,5.95783597608,5.87705885617,5.902500792,5.47243045819,5.69163750959,5.58144822227,5.34674278267,5.40087010581,5.35595994158,5.30343362861,5.32045686808,5.44361888496,6.10821849445,5.43182572126,5.30731274534,5.1742216656,5.39013084638,5.24992561007,5.958798557,5.53849821168,5.44717546358,5.30416482426,6.09063599061,5.25934253004,5.73201861558,5.40302801887,5.32653185298,5.36010320197,7.36016293047,6.41677390426,6.29659925248,6.39670056352,7.98613772099,8.33155818069,8.04779503388,8.05757241837,8.06284461944,5.45489319758,5.28916582285,5.91394064909,5.41016901111,5.12012809857,5.27181803887,5.07659786984,5.14649624832,5.01866770438,5.08597853427,4.98580325717,5.03759611951,4.97334529837,5.20268122405,5.74252285815,5.23939994223,5.14919789756,5.34682355445,5.01258200688,5.08515780248,5.58157802535,6.13444947781,5.28440548088,5.22001083491,5.59346351119,5.64006238158,5.59152542055,5.19757399143,5.58697910073,5.77701410275,5.14700613017,5.03894870899,5.30150600849,5.2849801139,5.44101445778,5.19568330135,5.06433967891,5.18330076876,5.40087010581,5.1073274898,5.07693054478,5.16053932631,5.20504285732,5.27710487051,5.06936992889,5.14113795976,5.23513816587,5.24098751833,5.15701587602,5.20267915849,5.3600671119,4.85874879139,5.10065504723,5.82581501946,5.43145720619,5.11978856361,5.3859316862,5.05019160234,5.0859359322,5.23495471348,5.20970429019,4.99286840065,5.42044531495,4.98584969263,5.17820816223,5.13627352081,5.32391386416,4.96034765877,5.2560683358,5.02950309383,5.17980951926,5.048955442
