ELANE (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
206871_at,5.36052519919,5.41201530479,6.29299150917,5.43397081956,5.99472646408,5.64064901002,5.14346724332,5.15716945371,5.55341607311,5.22110364469,5.13184378827,5.37240336806,5.13785332598,5.3700642054,5.44818553168,5.52112112834,5.56646416919,5.62821550491,5.38149100054,5.2412089555,5.5437591422,5.25395130034,5.23480368262,5.24003623784,5.35516412031,5.21042176607,6.41295703846,6.17844932388,5.7460878363,5.51725895254,5.54782847539,5.40109415323,5.35859742762,5.49878142611,5.91305185937,5.25028092449,5.13122193684,5.37542588841,5.45177076116,5.56190381563,5.83883231763,5.37007857913,5.53624322947,5.63913382323,8.11029909558,5.55228314233,5.40916901415,5.31665127758,6.02561739665,5.20638581591,6.56380167858,5.36884397603,10.5331857074,8.92870852508,7.17827503681,9.25436229181,6.39718032096,11.6868605041,7.28401421607,5.46208661259,5.82730682942,5.82496423445,5.65338852028,6.03717963798,7.11111887424,5.95747681335,5.84739090788,5.62271422545,6.25971653294,5.27712751526,5.60220283064,5.29960396332,6.18778103603,5.72658665828,5.4710477203,5.44552476231,5.67886354657,5.34269785297,7.14507771661,5.57974905037,5.85860439659,5.95547320125,5.32047089684,5.13088023263,7.01558322248,5.84305580242,9.06422394464,5.77247102846,5.97150140736,6.50243629496,7.45561316829,5.60988677856,8.07395095532,6.61209229776,6.57538143464,5.66350874944,6.63941454139,5.95163967412,5.4544526683,5.22439189044,5.72091184178,5.3933271521,5.52022192184,5.58913617677,5.29522368887,6.19985057826,5.58113238809,5.86576475425,5.43625454408,5.37993341072,6.30777838623,5.48912953135,5.53336021119,5.88031531773,5.9165220368,5.50068168584,6.12888158152,5.51726081858,6.44055840481,5.65093287982,6.62895108321,5.67252671081,5.30045493582,5.11401635752,5.55243209385,5.52607397089,5.58893387014,5.30209949318,5.32425847591,5.92063144192,10.2019914407,7.36209370449,8.23704873913,7.860293404,5.77080142588,5.26780947781,5.8743046975,5.60687268278,8.42397502671,5.27166442362,5.28205168558,5.16039112015,5.45964245704,5.48164398143,5.3304031376,5.4673239871,5.35067008204,5.22591035842,5.52732867147,5.23577029393,5.31608263466,5.31649635603,5.53958076886,6.00578572795,5.32199969169,5.37679187644,5.72033768998,5.94997485622,6.42922321904,7.14090427132,7.77864417852,5.96699983807,5.85177534101,5.80504872467,5.86929084033,8.63632993275,6.10664528228,5.55149596824,5.37986697685,5.28427593333,5.12657953488,5.57262508028,5.66722837863,5.47173867179,5.07920357627,5.30530887308,5.17975431404,5.30267879773,5.39987018112,5.64498205752,5.29707350711,5.53330196006,5.43774251648,5.62964060637,5.6774936151,5.52293528577,5.33464333366,5.37091011774,5.19743877373,5.30587490203,5.19179062443,5.5455038145,5.57390370238,5.45845401494,5.20883983133,5.68231038523,5.20619824693,5.24382678039,5.12082486381,5.16216168629,5.34364335219,5.43422117317,5.11570184265,5.29913067866,5.32653766149,5.37964442673,5.40473807104,5.13416544857,5.17786665159,5.33674115932,5.12840947931
