FLT3 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
206674_at,7.87496475237,6.67541561043,5.74902268645,5.46278617815,5.49693015136,5.3939245512,5.56188432695,5.57739345261,5.38460054381,5.99694621141,5.7541883122,5.33639219945,5.42184775821,5.56802779328,5.40232792848,5.3881773896,5.35352303707,6.07608836207,5.36895349626,5.48478366991,5.38378828711,5.33127825196,5.24454989539,5.3628242786,5.74327160537,5.64965519712,8.56378334489,6.29105305667,6.3746148972,5.57170299111,8.55195433125,8.07586489435,7.23601541883,8.37694109209,6.64594049602,9.96016003161,9.55833249561,9.36604926876,9.70669929135,8.92507359276,5.82926666927,5.63413640211,6.92447615174,6.18986565444,5.61525826529,5.60313146479,5.86225790333,8.17972112782,6.83001352181,7.74351847045,6.17943804959,5.4309430965,5.76344036258,5.77537006108,5.61133290663,6.2476382767,5.74590736629,5.72884020219,5.83801822082,5.48306346422,5.76045628805,5.66945411506,6.02901086413,6.43545069097,5.36613643003,6.11659030404,6.20061845595,5.67151441479,5.63755845289,6.15206356535,5.46661883957,5.40800778756,6.44936789433,6.00989490026,5.57795217076,5.71364844134,5.48818877001,6.03807065434,8.22306121459,9.1748277724,7.34144136802,6.11891305919,5.57250138799,5.45461123689,6.46004371667,6.82661141541,5.63280543079,5.93214960849,5.61764410944,5.57386153046,5.5525221117,5.51116486617,5.53344663584,5.34010547483,5.65708729421,9.32373962691,9.09034655931,9.62426489812,10.0747711947,9.85718371172,8.76906293075,9.0751694464,8.73871730954,9.49373416418,9.319914894,9.03442305575,9.26236124932,9.18101788288,9.99879187315,5.53024091093,5.51993170879,5.95346135654,5.79693308984,7.27001570252,5.40659839641,5.52114166233,5.58940887644,5.64588859079,5.50815493738,5.50483027926,5.49598296158,8.35145614895,8.24752030794,8.37548336434,7.91114650911,6.25700220489,7.7738900217,7.26510068338,6.19913262983,6.62077581526,5.70891908931,9.55126671077,5.69102817913,5.73216016069,6.52359962452,6.88601592352,6.19117393654,7.19375248419,5.48541577801,5.42928568892,5.46666273649,5.4263307024,5.43365166274,5.30035350265,5.26569331262,5.42311090744,5.2495770478,5.47918274428,5.56677227047,5.43566112785,5.66672276549,5.40583673302,5.7184100679,5.3454660803,5.76089359109,5.45370179191,5.42422950026,5.4550693879,5.66407225182,5.52312500987,5.34252249252,5.46208355862,5.6748559264,5.7194958017,5.69285348318,5.75470663044,5.62295561833,5.62635359846,5.32318168726,5.35816268866,5.42816794259,5.76997040212,5.39255472868,5.50817529362,5.49831678741,5.3382345325,5.51262543841,5.51221679456,5.41421833333,5.51051533891,5.48102945324,5.3028886349,5.28502545434,5.2922879447,5.55161228461,5.22175835904,5.4510074576,5.41893719116,5.65757972055,5.54295167435,5.48727502413,5.7456042009,5.83176753569,5.35212818067,5.32543203202,5.33575324494,5.43798843909,5.26441422083,5.70301526578,5.19079561555,5.68707238817,5.61004048738,5.49705128512,5.39910643642,5.33955124407,5.56361011332,5.63860414105,5.25456905606,5.50556778773,5.46956438177,5.33660816574
