KIT (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
205051_s_at,8.04739475939,7.79421703859,6.41118416982,6.80487895471,6.62309554415,6.30441261981,5.98203564761,6.02541185041,6.12898353887,6.14726532889,5.98265726905,6.0763521174,6.3096404272,5.88647229146,6.00065408822,5.93031489374,5.63259481049,6.42360584342,6.05268827291,6.07323419458,6.04949350296,6.10577114072,6.07306307171,6.11261436251,6.1203727496,5.9154191689,11.2535869485,11.2302349401,9.25410538055,5.74820427181,6.74107119445,6.26222208163,5.94322998163,5.88182634884,5.57548953176,7.12322682955,6.42424425107,6.73259578568,7.44406995479,6.7196501926,7.18718442901,7.24173978456,6.52884879286,7.30054011058,7.02467261637,10.7976209376,10.3430219619,10.8737933713,10.3928992867,9.89407780701,10.7691140687,10.6295185419,9.5207706546,10.9182267735,9.33176175248,10.0711703733,9.98992368224,10.282549622,10.1645844304,6.39796813686,6.43874125891,6.86239609683,6.60561182106,6.48535060009,7.6899487834,7.58644641932,6.94066426488,6.14740599143,6.28058030255,8.13638137902,6.7377539,7.22236829843,6.40650113469,6.03458007323,7.32428148004,6.06245799942,8.424859549,6.79021690461,10.5101788887,9.09489897701,7.18977658981,10.5357256496,6.56942803924,7.15031602232,8.04783010468,7.78239330431,7.86912026429,6.72307450156,6.17625544085,6.31819713981,6.53543101169,5.75846514066,6.39001126554,6.22744303638,6.63169052518,10.9387736444,10.6368455174,10.6585367315,10.7294187868,10.9463140596,9.10103131547,10.5277059584,10.6587383969,10.9218317417,10.8136796697,10.6562504847,10.6770010132,11.0292628808,10.4568750052,6.68464180598,8.03390360822,8.60447567169,9.29367161591,9.69919943027,8.68382820711,6.32363753332,7.45936818459,7.07933112458,6.85536337435,8.28329785631,6.15028762013,11.0615833977,10.7886766808,10.9593503043,11.1043873872,10.445060132,10.3903619487,9.62877933568,10.2895180114,10.2494023616,6.69562472171,10.1567645078,6.07963375892,6.15749546337,5.72261223418,5.98401628667,6.0240149967,5.79755180458,6.66026035384,5.69957030879,5.56987110456,5.84140341553,5.41063848665,5.79727961918,5.51464373925,6.02505203304,5.62248939106,5.6907027881,8.0002443412,9.10569161828,7.19049795568,10.200621633,8.0055201269,5.50330178778,5.64087750757,6.32340420667,6.33243084607,7.09511382297,6.62835344964,6.58933494175,7.22381470734,6.38606660903,5.85096329172,6.74995923582,5.88613978311,6.61448365062,6.25151055189,6.27387588395,5.82065502426,5.97844300632,6.19256115137,5.8669940364,5.95847474549,5.94642204745,5.55423370237,5.88788992988,5.48922473732,6.59355027183,6.24817739024,6.40656020561,6.52772551889,6.17171128577,6.27491337158,6.53456360786,6.29762942764,6.49286468595,6.29897125424,5.96492437417,6.32975151431,5.85955425304,6.39897251894,5.67296535637,6.1043523565,5.75848396189,5.7773910647,5.9492984061,5.53804879642,6.08812474279,6.44702751821,6.41680365153,6.14640851239,8.36726902742,6.64567419294,6.03654618966,6.23144027717,6.09803766352,5.95266196461,5.84207956277,6.31998606318,6.37271389231,5.75068660032
