KLF1 (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
210504_at,6.86261036824,6.5254398028,8.29674266835,7.75802227533,7.0373409078,6.82526418872,5.14306459447,5.98298323072,5.142846506,5.18968372997,4.97700017419,5.4053029182,5.1141004518,5.18466001356,6.25205472534,5.20548441198,5.1649757431,5.07651114886,4.73624548563,5.58995304636,6.02346301977,4.86102088541,5.67660485523,4.82865387796,5.30751421611,5.41857945009,7.62141887896,7.12844222428,7.96097164931,8.4022404385,6.70518661451,8.65898133305,8.60388964181,6.97834334379,8.45237247885,6.60455955208,6.49229427864,6.41490579197,6.71988920977,8.19097400793,7.23281408861,6.85211967707,6.536683466,6.65833065693,6.35533546923,9.23393426238,9.23315301254,7.95418508043,7.52015027327,9.04693457184,9.63618442969,9.85074850363,7.6094156035,9.90360436738,9.69515999659,8.25554152179,9.66609711486,10.1689063904,11.5143328913,12.7225064338,12.4355408839,13.0248975338,12.0855758091,12.8779351549,13.0665556281,12.4374790035,12.7718249616,12.7433028203,12.417749898,11.6705155045,12.4087558632,12.8948141869,12.3159968502,12.786205745,12.2717324853,11.7748616081,11.3494792945,11.6769105156,5.63078878554,5.73306660882,8.07595661449,8.80358161477,5.7760662818,5.34053970117,9.72234045555,6.48752647904,7.77351149083,6.11671894125,6.47895562923,5.38627087398,6.01261120112,6.41457845173,7.02091013896,6.23618971936,7.04494494001,5.95070736949,8.2337075046,6.51840755429,6.15259958671,6.02889579038,7.26164871084,6.32197554527,6.28774204101,6.77336256338,6.06828014551,9.05376724675,7.22760058453,7.72724432056,6.85569953105,6.86764181618,9.25137141373,8.70700992263,8.89212517536,8.11831393934,7.16585169222,7.54343162188,8.64276201158,8.74721765545,8.82096534069,8.99699325353,8.94419570097,8.47137355126,9.08388693848,8.67411191649,9.33401977505,9.57467182508,9.16655807525,9.06047491817,9.42678397711,9.69894958646,6.84157593141,7.29806871056,8.26421396171,8.06479526214,6.57634109708,6.57730557982,6.30895412915,6.53847445338,6.75512987962,7.15287768913,7.07606679244,6.34870253182,8.71261093046,7.25088911221,7.611720255,6.49788370774,6.90547417756,7.34935503371,7.3131917899,6.44778655497,7.90068820337,6.62305550762,8.80361984598,9.01210691392,7.07978634133,6.89025759513,8.20530916491,6.3768355193,7.16743400823,8.02396001703,8.66566070817,6.80222745367,6.76770856876,7.28478508988,8.52236726354,9.41204756972,7.2781959026,5.30123688863,6.2001595314,5.30146716185,6.52712244315,6.65731914115,5.03980653899,5.67519836109,5.31327049522,6.49976006988,6.35234829357,7.18661798078,6.43905014359,6.61065613075,6.61019786318,5.25590907832,7.67310229588,6.85951792221,6.59384130913,5.13208938348,5.66551669376,5.65088040475,5.64309166865,7.24918366757,6.68249641442,6.80071659894,5.13674841325,5.80132833818,6.71927711025,5.31888618191,6.48549174442,7.61298130034,7.88503103986,5.06446878075,6.7410523166,5.26141540762,6.01731072255,6.51084588381,6.51280813799,7.00094853979,5.44398970639,6.20258038842,6.35316782186,5.9502063629,6.42478251711
