DNMT3A (log2),Basophils,Basophils,Basophils,Basophils,Basophils,Basophils,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,Naive B-cells,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cell class can switch,B-cells,B-cells,B-cells,B-cells,B-cells,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,B-cell class switched,CMP,CMP,CMP,CMP,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Plasmacytoid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Myeloid DC,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eosinophill,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34+CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA-,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71+GlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71loGlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,Eryth.CD34-CD71-GlyA+,GMP,GMP,GMP,GMP,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,CFU-Granulo,Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Gran.(Neutro Metamyelo),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),Granulo (Neutro),HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim,HSC CD133+ CD34dim, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+, HSC CD38- CD34+,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,CFU-Megakaryo,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,MEP,CFU-Mono,CFU-Mono,CFU-Mono,CFU-Mono,Monocyte,Monocyte,Monocyte,Monocyte,Monocyte,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56-CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56+CD16+,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NK CD56-CD16-,NKT,NKT,NKT,NKT,Early B-cell,Early B-cell,Early B-cell,Early B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,Pro B-cell,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,CD8+Effec.Mem.RA,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,Naive CD8+ T-cell,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Effec.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,CD8+Centr.Mem.,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,Naive CD4+ T-cell,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Effec.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.,CD4+Centr.Mem.
218457_s_at,5.90963289316,5.9925466909,6.17044135936,5.80176024497,6.20067332178,6.0729440646,5.53684892463,5.26896269759,5.85674470751,5.49090910876,5.53813704555,5.61970510842,5.72529431633,5.51292428179,5.41780214551,5.83679634795,5.57444579999,5.40652395416,5.56063221545,5.35003603693,5.35967688756,5.40592786608,5.58870598853,5.36200792914,5.62487143184,5.66549179519,5.71604874724,5.7391916968,7.07104368198,5.75239256939,5.48418702,6.11339701981,5.71765338703,5.61575169518,6.63447247904,5.6600588063,5.56485080129,5.90742760359,5.36492908057,5.67783077703,5.8092545691,6.12797132979,5.83808064725,5.76970459728,6.08126336535,5.97021828925,5.60233377856,6.13873390356,6.06570173557,5.59243785691,5.59608015597,5.92048153321,5.3819233673,5.65320554146,5.63867457366,6.08547402634,5.85408624881,5.80973762706,5.22823635674,5.64230937089,5.99007447394,5.94137503825,5.86096281736,5.56829978959,5.66766066578,6.02691251328,5.54174861505,6.28718526309,5.57325486575,5.6323498119,5.7517474025,5.70011861357,5.9461242675,5.57530769017,5.93051143377,5.59764675452,5.54528150561,5.43612770652,6.86988364797,5.64810842741,5.59374228351,6.48030050578,5.9933437394,5.90006046697,5.47216592845,5.70206294397,5.92930501467,5.96952102273,5.75879679781,5.43962416528,5.54428253855,5.65395479361,5.49191506533,5.97104061731,5.78497378765,6.2225378841,6.06329607463,6.45112647878,6.12692829485,6.50592043856,6.09076665343,6.60624543987,7.31233900752,6.58524528296,6.5165359615,6.40690019495,5.778715469,6.9875085903,5.8233975048,6.14713325953,5.96197093626,5.87498551787,6.00748738075,6.12822410889,6.14142811527,6.4272859032,5.31110445934,6.01564114443,5.67051935545,5.73492033998,6.6002526484,6.24808439261,6.29857428659,6.6739390093,5.87635192275,5.86766832887,6.65842836666,5.98319219978,6.07792697775,6.21856601354,5.67090789587,5.49726084785,6.36007754537,6.68259193163,5.33621935715,5.499146403,5.70464101653,5.61427963199,5.77171316742,5.73380063992,5.83088713948,5.81825851842,6.02538744561,5.82049526425,5.72712590439,5.53403768562,5.80211128694,5.66391022595,6.07045381546,6.02397719865,6.04371352119,5.68800158708,5.95716642522,6.13954730132,5.61848295081,5.73795651471,6.5948646697,5.85902431474,6.56153191466,6.17327845116,6.10095511194,7.11045894509,6.01344322652,6.07099200371,5.9229955918,5.94078533301,5.84693953971,5.49848798916,5.61470294333,5.47803024575,5.91253861846,6.10746150736,6.58489180735,6.8584935411,6.86234054347,6.38717019635,7.15515359588,5.80156176952,5.75836330845,5.56910301014,6.32697628995,5.64885630824,5.6264511431,5.91406281548,6.04569978537,5.77009114614,5.74499805831,5.74811240747,6.0660246656,6.07734830981,6.36174551136,6.47163395268,5.9628585891,6.3172667612,6.16664018673,6.36752486817,6.75699711291,6.15580296118,5.89766317309,5.95318387572,5.53185481418,5.87815284579,6.09110458088,5.68090990798,6.18858544695,6.00200221976,6.17876516013,5.76450614346,5.94390094714,6.23628735115,6.25242312185
